Bulbasaur,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
13,15,14,15,39.5,787,106,0.9796
14,14,14,15,40,786,106,0.9789
15,15,14,14,40,789,105,0.9774
16,15,14,13,40,786,105,0.9774
17,13,15,15,39.5,779,106,0.9772
18,15,15,15,39,786,105,0.9764
19,15,15,14,39,783,105,0.9764
20,12,15,15,40,779,106,0.9764
4096,0,0,0,40,593,94,0.6256
,,,,,,,
Fearow,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,28.5,1498,126,1
2,0,15,8,29,1498,123,0.9933
3,0,14,15,28.5,1497,126,0.9932
4,0,14,14,28.5,1493,126,0.9932
5,0,15,13,28.5,1493,125,0.9921
6,1,13,15,28.5,1500,126,0.9919
7,1,13,14,28.5,1496,126,0.9919
8,0,9,15,29,1497,128,0.9918
9,0,10,14,29,1498,127,0.991
10,1,14,13,28.5,1497,125,0.9908
11,3,15,15,28,1500,125,0.9907
12,3,15,14,28,1496,125,0.9907
13,2,12,14,28.5,1499,126,0.9905
14,1,8,15,29,1500,128,0.9902
15,0,11,13,29,1499,126,0.9901
16,1,15,12,28.5,1497,124,0.9895
17,1,15,11,28.5,1493,124,0.9895
18,2,13,13,28.5,1500,125,0.9894
19,4,14,14,28,1499,125,0.9894
20,0,12,12,29,1500,125,0.989
4096,15,0,0,28.5,1475,116,0.8955
,,,,,,,
Ekans,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,927,99,1
2,15,15,15,39.5,920,99,0.9929
3,14,15,15,40,920,99,0.992
4,15,14,15,40,923,99,0.9911
5,15,15,14,40,923,98,0.9899
6,14,15,15,39.5,913,99,0.9849
7,13,15,15,40,912,99,0.984
8,15,14,15,39.5,916,99,0.984
9,14,14,15,40,915,99,0.9831
10,15,15,14,39.5,917,98,0.9828
11,15,13,15,40,919,99,0.9821
12,14,15,14,40,916,98,0.982
13,15,14,14,40,919,98,0.9811
14,15,15,13,40,920,97,0.9798
15,15,15,12,40,916,97,0.9798
16,13,15,15,39.5,906,99,0.977
17,14,14,15,39.5,909,99,0.9761
18,12,15,15,40,905,99,0.976
19,15,15,15,39,914,98,0.9758
20,15,15,14,39,910,98,0.9758
4096,0,0,0,40,712,87,0.6698
,,,,,,,
Arbok,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,11,14,30.5,1500,124,1
2,0,15,12,30,1497,122,0.9995
3,0,12,15,30,1497,124,0.9978
4,1,15,15,29.5,1494,123,0.9969
5,2,14,15,29.5,1499,123,0.9968
6,0,13,14,30,1497,123,0.9957
7,2,15,14,29.5,1499,122,0.9946
8,0,10,12,31,1499,123,0.994
9,0,10,15,30.5,1500,124,0.9939
10,0,10,14,30.5,1496,124,0.9939
11,1,9,14,30.5,1500,124,0.9937
12,0,14,10,30.5,1496,121,0.9937
13,1,13,10,30.5,1500,121,0.9936
14,0,14,13,30,1497,122,0.9936
15,0,14,12,30,1493,122,0.9936
16,0,14,8,31,1499,120,0.9936
17,1,13,12,30,1497,122,0.9936
18,3,15,12,29.5,1499,121,0.9923
19,0,11,11,31,1499,122,0.992
20,0,11,13,30.5,1496,123,0.9919
4096,14,0,2,29.5,1476,113,0.8986
,,,,,,,
Pikachu,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,938,99,1
2,15,15,15,39.5,931,99,0.9929
3,14,15,15,40,930,99,0.9921
4,15,14,15,40,933,99,0.991
5,15,15,14,40,934,98,0.9899
6,14,15,15,39.5,924,99,0.985
7,13,15,15,40,923,99,0.9843
8,15,14,15,39.5,927,99,0.9839
9,14,14,15,40,926,99,0.9832
10,15,15,14,39.5,927,98,0.9828
11,14,15,14,40,926,98,0.9821
12,15,13,15,40,929,99,0.982
13,15,14,14,40,930,98,0.981
14,15,15,13,40,930,97,0.9798
15,15,15,12,40,926,97,0.9798
16,13,15,15,39.5,916,99,0.9772
17,12,15,15,40,915,99,0.9764
18,14,14,15,39.5,919,99,0.9762
19,15,15,15,39,924,98,0.9758
20,15,15,14,39,920,98,0.9758
4096,0,0,0,40,722,87,0.6703
,,,,,,,
Raichu,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,26,1499,115,1
2,0,14,15,26,1499,115,0.994
3,0,14,14,26,1495,115,0.994
4,1,13,14,26,1498,115,0.9931
5,0,15,13,26,1495,114,0.9913
6,0,9,14,26.5,1500,116,0.9909
7,1,14,13,26,1498,114,0.9904
8,0,13,15,26,1495,115,0.988
9,0,13,14,26,1490,115,0.988
10,1,15,12,26,1498,113,0.9877
11,1,15,11,26,1494,113,0.9877
12,3,15,15,25.5,1498,114,0.9873
13,3,15,14,25.5,1493,114,0.9873
14,1,12,15,26,1498,115,0.987
15,1,12,14,26,1493,115,0.987
16,2,14,11,26,1497,113,0.9868
17,0,14,8,26.5,1496,112,0.9867
18,4,14,14,25.5,1496,114,0.9864
19,2,11,14,26,1497,115,0.986
20,0,11,11,26.5,1496,114,0.986
4096,15,0,0,26,1476,105,0.8951
,,,,,,,
Alolan Raichu,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,1,15,15,24.5,1496,112,1
2,2,14,15,24.5,1499,112,0.999
3,0,12,13,25,1497,112,0.9974
4,0,15,10,25,1497,110,0.9972
5,1,14,10,25,1500,110,0.9963
6,1,11,13,25,1500,112,0.9963
7,2,15,14,24.5,1499,111,0.996
8,2,15,13,24.5,1495,111,0.996
9,0,15,15,24.5,1489,112,0.995
10,3,14,13,24.5,1498,111,0.995
11,0,13,12,25,1497,111,0.9944
12,0,10,15,25,1497,113,0.9941
13,1,14,15,24.5,1492,112,0.9941
14,1,12,12,25,1500,111,0.9934
15,1,15,9,25,1500,109,0.9931
16,2,13,15,24.5,1495,112,0.9931
17,1,9,15,25,1500,113,0.993
18,3,12,15,24.5,1498,112,0.992
19,3,15,12,24.5,1498,110,0.9919
20,0,5,14,25.5,1499,114,0.9918
4096,15,1,2,24.5,1473,103,0.9019
,,,,,,,
Sandshrew,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1261,120,1
2,14,15,15,40,1252,120,0.9929
3,15,14,15,40,1256,120,0.9926
4,15,15,14,40,1257,119,0.9917
5,13,15,15,40,1243,120,0.9858
6,14,14,15,40,1247,120,0.9856
7,15,13,15,40,1252,120,0.9852
8,14,15,14,40,1248,119,0.9846
9,15,15,15,39.5,1252,119,0.9846
10,15,14,14,40,1252,119,0.9843
11,15,15,13,40,1253,118,0.9833
12,12,15,15,40,1234,120,0.9787
13,13,14,15,40,1239,120,0.9785
14,14,13,15,40,1243,120,0.9782
15,15,12,15,40,1247,120,0.9778
16,14,15,15,39.5,1243,119,0.9776
17,13,15,14,40,1239,119,0.9776
18,15,15,15,39,1243,119,0.9775
19,14,14,14,40,1243,119,0.9773
20,15,14,15,39.5,1247,119,0.9773
4096,0,0,0,40,1009,108,0.7149
,,,,,,,
Alolan Sandshrew,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1293,120,1
2,15,14,15,40,1289,120,0.9931
3,14,15,15,40,1284,120,0.9929
4,15,15,14,40,1289,119,0.9917
5,15,13,15,40,1284,120,0.9861
6,14,14,15,40,1279,120,0.986
7,13,15,15,40,1275,120,0.9857
8,15,14,14,40,1284,119,0.9848
9,15,15,15,39.5,1284,119,0.9846
10,14,15,14,40,1280,119,0.9846
11,15,15,13,40,1285,118,0.9833
12,15,12,15,40,1280,120,0.9792
13,14,13,15,40,1275,120,0.9791
14,13,14,15,40,1270,120,0.9789
15,12,15,15,40,1265,120,0.9786
16,15,13,14,40,1280,119,0.9779
17,15,14,15,39.5,1279,119,0.9777
18,14,14,14,40,1275,119,0.9777
19,14,15,15,39.5,1275,119,0.9776
20,15,15,15,39,1275,119,0.9775
4096,0,0,0,40,1037,108,0.7199
,,,,,,,
Sandslash,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,15,24,1500,128,1
2,0,15,14,24,1500,127,0.9974
3,1,15,12,24,1500,126,0.995
4,1,12,15,24,1500,128,0.9949
5,0,13,15,24,1496,128,0.9947
6,1,13,14,24,1500,127,0.9924
7,0,14,14,24,1496,127,0.9922
8,1,14,13,24,1500,126,0.9898
9,1,14,12,24,1496,126,0.9898
10,2,10,15,24,1500,128,0.9896
11,0,15,13,24,1496,126,0.9896
12,0,15,12,24,1492,126,0.9896
13,1,11,15,24,1496,128,0.9895
14,0,12,15,24,1492,128,0.9894
15,0,11,10,24.5,1499,126,0.9889
16,0,14,7,24.5,1499,124,0.9889
17,0,8,13,24.5,1499,128,0.9884
18,2,11,14,24,1500,127,0.9872
19,1,15,11,24,1496,125,0.9871
20,1,12,14,24,1496,127,0.9871
4096,15,0,0,23.5,1470,117,0.897
,,,,,,,
Alolan Sandslash,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,14,23.5,1498,126,1
2,0,15,13,23.5,1498,125,0.9968
3,1,12,14,23.5,1499,126,0.996
4,0,13,15,23.5,1498,126,0.9952
5,0,13,14,23.5,1494,126,0.9952
6,1,15,11,23.5,1498,124,0.9944
7,1,13,13,23.5,1499,125,0.9929
8,0,5,15,24,1500,128,0.9928
9,0,13,7,24,1499,123,0.9922
10,3,15,15,23,1498,125,0.9921
11,0,14,13,23.5,1494,125,0.9921
12,0,8,12,24,1500,126,0.992
13,2,15,9,23.5,1499,123,0.9919
14,2,10,14,23.5,1500,126,0.9919
15,1,11,15,23.5,1499,126,0.9912
16,1,11,14,23.5,1496,126,0.9912
17,0,11,9,24,1499,124,0.9907
18,2,13,11,23.5,1500,124,0.9905
19,0,12,15,23.5,1495,126,0.9904
20,0,12,14,23.5,1491,126,0.9904
4096,14,0,0,23,1472,115,0.8994
,,,,,,,
NidoranF,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,816,127,1
2,15,15,14,40,813,126,0.9921
3,15,14,15,40,812,127,0.9904
4,14,15,15,40,808,127,0.9901
5,15,15,15,39.5,810,126,0.985
6,15,15,13,40,811,125,0.9843
7,15,14,14,40,809,126,0.9826
8,14,15,14,40,805,126,0.9823
9,15,13,15,40,808,127,0.9808
10,14,14,15,40,804,127,0.9806
11,13,15,15,40,800,127,0.9802
12,15,15,15,39,804,126,0.978
13,15,15,14,39.5,807,125,0.9772
14,15,15,13,39.5,805,125,0.9772
15,15,15,12,40,808,124,0.9764
16,15,15,11,40,806,124,0.9764
17,15,14,15,39.5,806,126,0.9756
18,14,15,15,39.5,802,126,0.9753
19,15,14,13,40,807,125,0.9748
20,14,15,13,40,803,125,0.9745
4096,0,0,0,40,612,115,0.6598
,,,,,,,
Nidorina,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1309,147,1
2,15,15,14,40,1306,146,0.9932
3,15,15,13,40,1302,146,0.9932
4,15,15,15,39.5,1300,147,0.9929
5,15,14,15,40,1305,147,0.9926
6,14,15,15,40,1299,147,0.9924
7,15,15,12,40,1299,145,0.9864
8,15,15,14,39.5,1297,146,0.9861
9,15,14,14,40,1301,146,0.9858
10,15,14,13,40,1298,146,0.9858
11,14,15,14,40,1296,146,0.9857
12,14,15,13,40,1293,146,0.9857
13,15,14,15,39.5,1295,147,0.9855
14,14,15,15,39.5,1290,147,0.9853
15,15,13,15,40,1300,147,0.9852
16,14,14,15,40,1295,147,0.9851
17,13,15,15,40,1290,147,0.9848
18,15,15,11,40,1295,144,0.9796
19,15,15,13,39.5,1293,145,0.9794
20,15,14,12,40,1294,145,0.9791
4096,0,0,0,40,1049,135,0.7236
,,,,,,,
Nidoqueen,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,12,23,1499,140,1
2,1,15,10,23,1500,139,0.9984
3,0,12,15,23,1497,142,0.9981
4,0,13,14,23,1497,141,0.9964
5,1,13,12,23,1499,140,0.9949
6,0,14,13,23,1498,140,0.9947
7,0,14,12,23,1495,140,0.9947
8,3,15,14,22.5,1497,140,0.9945
9,2,13,10,23,1500,139,0.9932
10,1,14,11,23,1499,139,0.9931
11,1,14,10,23,1496,139,0.9931
12,0,15,11,23,1495,139,0.9929
13,0,15,10,23,1492,139,0.9929
14,1,10,15,23,1497,142,0.9928
15,0,11,15,23,1493,142,0.9927
16,1,15,9,23,1497,138,0.9912
17,1,11,14,23,1498,141,0.9912
18,0,12,14,23,1493,141,0.9911
19,0,8,11,23.5,1499,141,0.9907
20,2,11,12,23,1499,140,0.9896
4096,15,3,2,22,1468,130,0.9008
,,,,,,,
NidoranM,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,860,114,1
2,15,15,15,39.5,854,114,0.9929
3,14,15,15,40,853,114,0.9917
4,15,15,14,40,857,113,0.9912
5,15,15,13,40,854,113,0.9912
6,15,14,15,40,856,114,0.989
7,14,15,15,39.5,847,114,0.9846
8,15,15,14,39.5,851,113,0.9842
9,13,15,15,40,846,114,0.9833
10,14,15,14,40,850,113,0.983
11,14,15,13,40,847,113,0.983
12,15,15,12,40,851,112,0.9825
13,15,14,15,39.5,850,114,0.9819
14,14,14,15,40,849,114,0.9808
15,15,14,14,40,853,113,0.9803
16,15,14,13,40,850,113,0.9803
17,15,13,15,40,851,114,0.978
18,15,15,15,39,848,113,0.9771
19,13,15,15,39.5,840,114,0.9763
20,14,15,14,39.5,844,113,0.9759
4096,0,0,0,40,651,102,0.6538
,,,,,,,
Nidorino,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1393,135,1
2,14,15,15,40,1384,135,0.9934
3,15,15,14,40,1389,134,0.9926
4,15,14,15,40,1387,135,0.9921
5,13,15,15,40,1375,135,0.9868
6,14,15,14,40,1380,134,0.9861
7,14,14,15,40,1378,135,0.9855
8,15,15,15,39.5,1383,134,0.9855
9,15,15,13,40,1385,133,0.9852
10,15,14,14,40,1383,134,0.9847
11,15,13,15,40,1382,135,0.9841
12,12,15,15,40,1366,135,0.9803
13,13,15,14,40,1371,134,0.9795
14,14,15,15,39.5,1374,134,0.979
15,13,14,15,40,1369,135,0.979
16,14,15,13,40,1376,133,0.9787
17,15,15,15,39,1373,134,0.9784
18,14,14,14,40,1374,134,0.9782
19,15,15,14,39.5,1379,133,0.9782
20,15,15,13,39.5,1375,133,0.9782
4096,0,0,0,40,1125,123,0.7234
,,,,,,,
Nidoking,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,15,22,1498,129,1
2,0,15,14,22,1499,128,0.9981
3,1,15,12,22,1499,127,0.9951
4,0,13,15,22,1494,129,0.9941
5,1,12,15,22,1497,129,0.9931
6,0,14,14,22,1495,128,0.9922
7,2,11,15,22,1500,129,0.992
8,1,13,14,22,1497,128,0.9912
9,0,15,13,22,1495,127,0.9903
10,0,15,12,22,1492,127,0.9903
11,2,12,14,22,1500,128,0.9902
12,1,14,13,22,1498,127,0.9893
13,1,14,12,22,1495,127,0.9893
14,0,11,10,22.5,1500,127,0.9891
15,0,15,5,22.5,1499,124,0.9889
16,2,13,12,22,1497,127,0.9883
17,0,12,15,22,1489,129,0.9882
18,0,7,15,22.5,1500,130,0.9882
19,1,15,11,22,1495,126,0.9873
20,3,12,12,22,1500,127,0.9872
4096,15,3,1,21.5,1468,118,0.8976
,,,,,,,
Clefairy,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1155,147,1
2,15,15,14,40,1152,146,0.9932
3,15,15,13,40,1149,146,0.9932
4,15,15,15,39.5,1147,147,0.9929
5,15,14,15,40,1150,147,0.9919
6,14,15,15,40,1146,147,0.9918
7,15,15,12,40,1146,145,0.9864
8,15,15,14,39.5,1144,146,0.9861
9,15,14,14,40,1147,146,0.9851
10,15,14,13,40,1144,146,0.9851
11,14,15,14,40,1143,146,0.9851
12,14,15,13,40,1140,146,0.9851
13,15,14,15,39.5,1142,147,0.9848
14,14,15,15,39.5,1137,147,0.9847
15,15,13,15,40,1146,147,0.9837
16,14,14,15,40,1141,147,0.9837
17,13,15,15,40,1136,147,0.9836
18,15,15,11,40,1143,144,0.9796
19,15,15,13,39.5,1141,145,0.9794
20,15,15,15,39,1139,146,0.979
4096,0,0,0,40,910,135,0.7072
,,,,,,,
Clefable,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,13,15,23.5,1500,149,1
2,0,14,13,23.5,1498,148,0.999
3,0,15,12,23.5,1499,147,0.9979
4,0,12,15,23.5,1496,149,0.9943
5,1,11,15,23.5,1500,149,0.9941
6,0,13,14,23.5,1497,148,0.9933
7,0,13,13,23.5,1494,148,0.9933
8,1,12,13,23.5,1498,148,0.9932
9,3,15,14,23,1498,147,0.9931
10,0,14,12,23.5,1495,147,0.9922
11,1,13,12,23.5,1499,147,0.9921
12,0,8,12,24,1500,149,0.9921
13,4,15,12,23,1500,146,0.9918
14,0,15,3,24,1500,143,0.9914
15,0,15,11,23.5,1496,146,0.9911
16,0,15,10,23.5,1492,146,0.9911
17,1,14,11,23.5,1500,146,0.991
18,1,14,10,23.5,1497,146,0.991
19,0,10,9,24,1499,147,0.9903
20,1,15,9,23.5,1498,145,0.9898
4096,15,2,3,22.5,1468,138,0.901
,,,,,,,
Vulpix,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,883,103,1
2,15,15,15,39.5,877,103,0.9929
3,15,14,15,40,880,103,0.9919
4,14,15,15,40,875,103,0.991
5,15,15,14,40,880,102,0.9903
6,15,14,15,39.5,873,103,0.9849
7,14,15,15,39.5,869,103,0.9839
8,15,13,15,40,876,103,0.9839
9,15,15,14,39.5,873,102,0.9832
10,14,14,15,40,872,103,0.983
11,15,14,14,40,876,102,0.9823
12,13,15,15,40,867,103,0.982
13,14,15,14,40,872,102,0.9814
14,15,15,13,40,876,101,0.9806
15,15,15,12,40,873,101,0.9806
16,15,13,15,39.5,870,103,0.9768
17,15,15,15,39,870,102,0.9761
18,15,15,14,39,867,102,0.9761
19,14,14,15,39.5,865,103,0.976
20,15,12,15,40,872,103,0.9758
4096,0,0,0,40,674,91,0.6717
,,,,,,,
Alolan Vulpix,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,883,103,1
2,15,15,15,39.5,877,103,0.9929
3,15,14,15,40,880,103,0.9919
4,14,15,15,40,875,103,0.991
5,15,15,14,40,880,102,0.9903
6,15,14,15,39.5,873,103,0.9849
7,14,15,15,39.5,869,103,0.9839
8,15,13,15,40,876,103,0.9839
9,15,15,14,39.5,873,102,0.9832
10,14,14,15,40,872,103,0.983
11,15,14,14,40,876,102,0.9823
12,13,15,15,40,867,103,0.982
13,14,15,14,40,872,102,0.9814
14,15,15,13,40,876,101,0.9806
15,15,15,12,40,873,101,0.9806
16,15,13,15,39.5,870,103,0.9768
17,15,15,15,39,870,102,0.9761
18,15,15,14,39,867,102,0.9761
19,14,14,15,39.5,865,103,0.976
20,15,12,15,40,872,103,0.9758
4096,0,0,0,40,674,91,0.6717
,,,,,,,
Ninetales,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,25,1495,128,1
2,1,15,14,25,1500,127,0.9981
3,1,13,15,25,1497,128,0.9961
4,0,14,15,25,1492,128,0.9951
5,0,10,13,25.5,1499,128,0.9951
6,0,13,10,25.5,1498,126,0.9943
7,1,14,14,25,1497,127,0.9932
8,0,8,15,25.5,1499,129,0.9929
9,0,11,12,25.5,1498,127,0.9923
10,0,15,14,25,1491,127,0.9922
11,2,11,15,25,1498,128,0.9921
12,0,14,9,25.5,1498,125,0.9912
13,1,12,15,25,1493,128,0.9912
14,2,14,12,25,1497,126,0.9912
15,1,8,13,25.5,1500,128,0.991
16,1,11,10,25.5,1499,126,0.9903
17,0,13,15,25,1488,128,0.9902
18,1,15,13,25,1496,126,0.9902
19,1,15,12,25,1492,126,0.9902
20,0,9,14,25.5,1499,128,0.9901
4096,14,0,1,24.5,1471,117,0.899
,,,,,,,
Alolan Ninetales,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,12,25,1500,126,1
2,0,12,14,25,1500,127,0.9982
3,0,15,11,25,1499,125,0.9969
4,2,15,14,24.5,1498,126,0.9963
5,0,10,15,25,1497,128,0.9962
6,0,13,13,25,1500,126,0.9952
7,0,13,12,25,1496,126,0.9952
8,1,15,9,25,1500,124,0.9947
9,0,11,14,25,1497,127,0.9933
10,3,13,14,24.5,1500,126,0.9925
11,1,8,15,25,1498,128,0.9922
12,0,14,11,25,1496,125,0.9921
13,2,14,15,24.5,1499,126,0.9915
14,2,14,14,24.5,1495,126,0.9915
15,0,9,15,25,1493,128,0.9913
16,1,11,12,25,1497,126,0.9913
17,0,5,13,25.5,1500,128,0.9911
18,1,15,15,24.5,1494,126,0.9905
19,1,15,14,24.5,1490,126,0.9905
20,0,8,10,25.5,1499,126,0.9904
4096,15,2,0,24,1472,115,0.8982
,,,,,,,
Jigglypuff,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,724,210,1
2,15,15,14,40,722,209,0.9952
3,15,15,13,40,721,208,0.9905
4,14,15,15,40,716,210,0.9895
5,15,15,15,39.5,719,209,0.9881
6,15,15,12,40,720,207,0.9857
7,15,15,11,40,718,207,0.9857
8,14,15,14,40,715,209,0.9848
9,15,15,14,39.5,717,208,0.9834
10,15,14,15,40,717,210,0.9821
11,15,15,10,40,717,206,0.981
12,14,15,13,40,713,208,0.9801
13,13,15,15,40,708,210,0.9789
14,15,15,13,39.5,716,207,0.9787
15,15,15,12,39.5,714,207,0.9787
16,14,15,15,39.5,711,209,0.9777
17,15,14,14,40,716,209,0.9775
18,15,15,15,39,713,208,0.9763
19,15,15,9,40,715,205,0.9762
20,14,15,12,40,712,207,0.9753
4096,0,0,0,40,506,198,0.5813
,,,,,,,
Wigglytuff,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,12,30,1499,224,1
2,0,14,15,30,1499,226,0.9993
3,0,14,14,30,1497,226,0.9993
4,0,14,10,30.5,1499,224,0.9987
5,0,13,13,30.5,1499,226,0.998
6,1,13,14,30,1499,226,0.9961
7,2,15,15,29.5,1500,224,0.9959
8,2,15,14,29.5,1498,224,0.9959
9,0,15,11,30,1497,223,0.9955
10,0,15,10,30,1494,223,0.9955
11,0,14,13,30,1494,225,0.9949
12,0,15,7,30.5,1499,221,0.9948
13,0,15,6,30.5,1497,221,0.9948
14,0,14,9,30.5,1497,223,0.9943
15,0,15,2,31,1499,219,0.994
16,0,13,12,30.5,1497,225,0.9935
17,0,14,5,31,1499,221,0.9935
18,3,15,11,29.5,1500,222,0.9933
19,1,15,8,30,1499,221,0.9929
20,0,13,8,31,1500,223,0.9928
4096,15,0,4,29.5,1476,216,0.8909
,,,,,,,
Zubat,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,667,106,1
2,15,15,15,39.5,662,106,0.9929
3,15,15,14,40,664,105,0.9906
4,15,15,13,40,662,105,0.9906
5,14,15,15,40,660,106,0.9898
6,15,14,15,40,663,106,0.9886
7,15,15,14,39.5,659,105,0.9835
8,14,15,15,39.5,655,106,0.9827
9,15,14,15,39.5,658,106,0.9816
10,15,15,12,40,659,104,0.9811
11,14,15,14,40,657,105,0.9805
12,14,15,13,40,655,105,0.9805
13,13,15,15,40,653,106,0.9796
14,15,14,14,40,660,105,0.9793
15,15,14,13,40,658,105,0.9793
16,14,14,15,40,656,106,0.9785
17,15,13,15,40,659,106,0.9773
18,15,15,15,39,657,105,0.9764
19,15,15,14,39,655,105,0.9764
20,15,15,13,39.5,657,104,0.9741
4096,0,0,0,40,485,94,0.623
,,,,,,,
Golbat,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,29,1498,141,1
2,1,13,15,29,1498,141,0.994
3,0,14,15,29,1493,141,0.9939
4,0,10,15,29.5,1500,142,0.9934
5,1,14,14,29,1499,140,0.993
6,0,15,14,29,1494,140,0.9929
7,1,15,13,29,1500,139,0.9919
8,0,12,12,29.5,1498,140,0.9917
9,0,13,11,29.5,1499,139,0.9906
10,0,14,10,29.5,1500,138,0.9896
11,0,15,9,29.5,1500,137,0.9884
12,0,15,8,29.5,1496,137,0.9884
13,1,12,15,29,1493,141,0.9879
14,2,11,15,29,1498,141,0.9879
15,0,13,15,29,1489,141,0.9879
16,0,9,15,29.5,1496,142,0.9872
17,1,8,15,29.5,1500,142,0.9871
18,2,12,14,29,1499,140,0.987
19,1,13,14,29,1494,140,0.987
20,0,14,14,29,1490,140,0.9869
4096,15,0,1,28.5,1479,129,0.8935
,,,,,,,
Oddish,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1228,113,1
2,14,15,15,40,1220,113,0.9932
3,15,14,15,40,1224,113,0.9921
4,15,15,14,40,1224,112,0.9912
5,13,15,15,40,1212,113,0.9863
6,14,14,15,40,1215,113,0.9853
7,14,15,14,40,1216,112,0.9844
8,15,13,15,40,1219,113,0.9843
9,15,15,15,39.5,1220,112,0.9841
10,15,14,14,40,1219,112,0.9833
11,15,15,13,40,1220,111,0.9823
12,12,15,15,40,1203,113,0.9795
13,13,14,15,40,1207,113,0.9785
14,13,15,14,40,1207,112,0.9776
15,14,13,15,40,1210,113,0.9775
16,14,15,15,39.5,1211,112,0.9773
17,15,15,15,39,1211,112,0.977
18,14,14,14,40,1211,112,0.9766
19,15,12,15,40,1214,113,0.9764
20,15,14,15,39.5,1215,112,0.9763
4096,0,0,0,40,979,101,0.7073
,,,,,,,
Gloom,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,14,39.5,1500,133,1
2,0,13,15,39,1499,133,0.9995
3,0,14,14,39,1499,132,0.9987
4,0,15,15,38.5,1498,132,0.998
5,0,15,14,38.5,1493,132,0.998
6,1,14,14,38.5,1498,132,0.9979
7,0,15,13,39,1500,131,0.9977
8,0,15,12,39,1495,131,0.9977
9,1,14,12,39,1500,131,0.9976
10,1,15,15,38,1497,132,0.9972
11,1,15,13,38.5,1499,131,0.9969
12,3,15,14,37.5,1500,131,0.9952
13,0,9,15,40,1500,134,0.9942
14,0,11,15,39.5,1499,133,0.9932
15,0,11,14,39.5,1495,133,0.9932
16,1,10,14,39.5,1500,133,0.9929
17,0,12,15,39,1494,133,0.9928
18,1,11,15,39,1498,133,0.9925
19,0,12,13,39.5,1496,132,0.9925
20,1,11,13,39.5,1500,132,0.9922
4096,0,0,0,40,1387,122,0.849
,,,,,,,
Vileplume,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,22,1497,122,1
2,0,15,14,22,1493,122,1
3,1,14,14,22,1497,122,0.9994
